;id;X_age;X_bonus_malus_rating;X_distr_channel;X_vehicle_type;X_ttm_claims;X_policy_count;X_risk_code;X_vehicle_age;X_policy_tenure;X_policy_premium;U;prob_acceptance;Z
8691;31446;76.0;45.0;7;6;1;3;0;22.0;22.0;252.88;1.0843483074976272;0.894333116710186;1
8701;31480;80.0;50.0;2;2;0;7;2;28.0;22.0;242.2963;1.094238748177335;0.9099472984671593;1
8712;31505;82.0;45.0;5;1;0;1;0;22.0;22.0;145.4178;1.056266839410306;0.9687519893050194;1
8740;31597;68.0;45.0;5;7;0;4;0;25.0;22.0;194.8702;1.0426940599434906;0.985389705747366;1
8747;31612;86.0;45.0;5;0;1;2;0;27.0;22.0;138.44;1.0842242126553019;0.9183241203427315;1
8788;31808;83.0;54.0;1;2;1;3;0;22.0;22.0;434.81;1.0697776040109472;0.8680399805307388;1
8819;31961;82.0;45.0;5;0;0;2;0;11.0;22.0;376.21;1.131841258871375;0.9528997130692005;0
8823;31979;46.0;50.0;5;1;1;1;2;22.0;22.0;201.9348;1.0494476434968119;0.9409494623541832;1
8830;31987;58.0;45.0;5;4;0;8;0;21.0;22.0;142.84;1.0987818538224585;0.9513729624450207;1
8856;32103;86.0;45.0;5;1;0;1;0;17.0;22.0;160.91;1.0940898638990741;0.9226311296224594;1
8888;32204;67.0;45.0;7;1;0;1;0;19.0;22.0;156.3458;1.1216802753895532;0.850906103849411;1
8920;32284;86.0;45.0;2;1;0;3;0;22.0;22.0;149.22;1.1134566412009115;0.9114462956786156;1
8932;32313;77.0;45.0;8;1;0;2;0;28.0;22.0;177.78;1.0546180672741592;0.9174830690026283;1
8942;32344;67.0;45.0;5;1;0;4;0;25.0;22.0;124.9318;1.042648869223048;0.9792885016649961;1
8973;32512;56.0;45.0;4;6;0;6;0;18.0;22.0;213.5;1.0400936768149882;0.9700812939554453;1
9036;32689;71.0;45.0;5;1;0;4;0;12.0;22.0;351.34;1.0697045596857744;0.9652917422354221;1
9047;32743;49.0;45.0;4;2;1;2;0;19.0;22.0;262.3;1.039992375142966;0.9581856429576874;1
9090;32894;47.0;47.5;5;7;0;2;0;17.0;22.0;153.62;1.108644707720349;0.9208068698644638;1
9104;32942;77.0;45.0;8;1;0;2;0;23.0;22.0;191.56;1.09412194612654;0.8839371874928474;1
9130;33069;76.0;45.0;5;1;0;7;0;22.0;22.0;163.21;1.039887261809938;0.9846729906275868;1
9142;33096;52.0;45.0;5;2;0;4;0;12.0;22.0;420.2029;1.071410977887111;0.9629148952662945;1
9154;33118;78.0;45.0;5;7;0;2;0;22.0;22.0;164.28;1.1089603116630145;0.9465312995016575;1
9194;33342;60.0;45.0;2;7;0;6;0;17.0;22.0;228.0094;1.0971916070126932;0.9093175679445267;1
9221;33386;69.0;45.0;2;1;0;5;0;30.0;22.0;168.5523;1.070409599869002;0.9304516240954399;1
9241;33424;82.0;45.0;5;1;0;2;0;18.0;22.0;161.8108;1.0969601534631805;0.9537683017551899;1
9249;33441;57.0;45.0;5;7;0;4;0;27.0;22.0;140.7585;1.1118333883921752;0.9475186988711357;1
9268;33519;51.0;45.0;5;7;0;1;0;25.0;22.0;165.5406;1.1020861347608983;0.9148406088352203;1
9300;33577;49.0;45.0;5;1;0;2;0;9.0;22.0;261.5176;1.0775183008715283;0.9367557093501091;1
9308;33632;60.0;45.0;4;2;0;13;0;20.0;22.0;165.51;1.1088755966406865;0.9307389631867409;1
9328;33704;42.0;45.0;5;1;0;1;0;24.0;22.0;153.8;1.0399869960988295;0.9624365568161011;1
9390;34036;75.0;45.0;4;2;0;2;1;16.0;22.0;207.86;1.1242663331088232;0.944776389747858;1
9398;34052;65.0;45.0;5;7;0;1;0;21.0;22.0;157.77;1.1089560752994865;0.9065111726522446;1
9435;34180;52.0;45.0;5;1;0;2;0;10.0;22.0;267.0095;1.1168141957495894;0.9372972622513771;1
9457;34224;51.0;45.0;2;2;0;2;2;19.0;22.0;357.6044;1.1174638790797877;0.8821554332971573;1
9458;34306;80.0;50.0;5;3;0;7;0;17.0;22.0;252.8234;1.050733436857506;0.9683894068002701;1
9497;34458;76.0;45.0;5;0;0;1;0;22.0;22.0;180.61;1.1040363213554065;0.9279848709702492;1
9499;34472;84.0;45.125;5;1;0;1;0;28.0;22.0;153.5434;1.0427670612999322;0.9598377011716366;1
9546;34627;80.0;45.0;5;2;0;3;0;23.0;22.0;198.5701;1.0871223814662934;0.9505470544099808;1
9592;34734;72.0;45.0;4;1;0;6;0;22.0;22.0;187.9791;1.0425627104289785;0.9788709916174412;1
9612;34833;53.0;45.0;7;1;0;3;0;23.0;22.0;177.3183;1.0971794789370304;0.8730410188436508;1
9622;34861;52.0;45.0;5;1;0;1;0;18.0;22.0;248.76;1.0400385914134107;0.9642659798264503;1
9630;34955;67.0;45.0;4;0;0;2;1;22.0;22.0;162.3792;1.1019884320159232;0.9487073644995689;1
9671;35052;52.0;45.0;5;1;0;5;0;13.0;22.0;255.6537;1.117253534762063;0.9414852373301983;1
9682;35170;71.0;45.0;2;7;0;2;0;22.0;22.0;199.0;1.0844723618090453;0.9145816937088966;1
9721;35361;51.0;45.0;4;1;0;1;0;18.0;22.0;171.86;1.104096357500291;0.9236016198992729;1
9750;35438;68.0;45.0;4;1;0;1;0;31.0;22.0;180.7389;1.0209202335523786;0.965736273676157;1
9771;35504;63.0;45.0;5;1;0;4;0;12.0;22.0;154.5108;1.0333258257675193;0.983444944024086;1
9790;35585;77.0;45.0;5;1;0;2;0;20.0;22.0;173.71;1.1090898624143688;0.9374620243906975;1
9798;35602;72.0;45.0;2;0;0;1;0;25.0;22.0;144.4583;1.0522067613975796;0.960073783993721;1
9866;35862;43.0;45.0;8;2;0;2;0;6.0;22.0;280.6;1.0306842480399143;0.9338152557611465;1
9890;35935;64.0;45.0;2;1;0;2;0;26.0;22.0;129.0;1.0146511627906976;0.973904138430953;1
9994;36204;64.0;45.0;7;7;0;3;0;14.0;22.0;202.5193;1.0970312459108835;0.9124044701457024;1
10007;36222;87.0;45.0;5;1;0;1;0;28.0;22.0;165.6503;1.0572271828061888;0.9322681128978729;1
10053;36606;79.0;45.0;4;2;0;3;0;21.0;22.0;173.5387;1.1366340764336715;0.9260473698377609;1
10081;36666;44.0;45.0;5;1;0;3;0;24.0;22.0;134.4956;1.1262821980793423;0.9327778294682503;0
10098;36709;49.0;45.0;4;7;0;4;0;19.0;22.0;184.3889;1.0970291595643773;0.9316860660910606;1
10125;36818;51.0;45.0;4;1;0;10;0;29.0;22.0;169.39;1.0543125332073913;0.9545243680477142;1
10181;37024;54.0;45.0;4;3;0;5;3;23.0;22.0;258.107;1.0974518319921582;0.9302136152982712;0
10193;37065;70.0;45.0;3;1;0;2;4;17.0;22.0;256.7108;1.087254607129891;0.9490979425609112;1
10208;37115;50.0;45.0;5;1;0;3;0;28.0;22.0;183.5911;1.0572952610447892;0.949114952236414;1
10230;37175;78.0;45.0;4;1;0;3;0;26.0;22.0;215.6533;1.0873471446993856;0.9336593300104141;1
10231;37186;50.0;50.0;8;4;1;4;0;15.0;22.0;221.0309;1.0917930479403557;0.8605818897485733;1
10238;37206;66.0;45.0;2;7;0;2;0;18.0;22.0;165.9295;1.0428525367701342;0.9822934735566378;1
10257;37303;57.0;45.0;7;1;0;2;0;14.0;22.0;182.0653;1.0063422299581524;0.9457839243113995;1
10277;37445;62.0;45.125;5;2;0;1;0;26.0;22.0;234.6113;1.0429165176613402;0.9543304294347763;1
10302;37567;86.0;45.0;4;1;0;1;0;22.0;22.0;154.0321;1.0427047349221363;0.9653089642524719;1
10339;37669;54.0;45.0;5;1;0;2;0;15.0;22.0;181.4669;1.0060787945349812;0.9696825407445431;1
10392;38024;63.0;45.0;5;2;0;2;4;13.0;22.0;272.7269;1.067514792270216;0.9636692032217979;1
10409;38077;56.0;45.0;5;1;0;1;0;18.0;22.0;152.3567;1.0520705686064349;0.9652869254350662;1
10442;38247;43.0;45.0;4;2;0;1;0;19.0;22.0;221.5172;1.0333734807048842;0.956163328140974;1
10466;38297;50.0;45.0;5;7;0;2;0;18.0;22.0;165.4807;1.1267779263684525;0.9292842298746109;1
10541;38561;61.0;45.0;2;1;0;1;0;7.0;22.0;164.4236;1.0153043723650377;0.974827928468585;1
10571;38656;74.0;45.0;4;1;1;2;0;22.0;22.0;188.3581;1.1021559465719817;0.9211646243929863;1
10572;38705;69.0;50.0;4;1;1;2;0;19.0;22.0;163.2377;1.049941281946511;0.9684237129986286;1
10594;38832;78.0;45.0;5;2;0;3;0;31.0;22.0;185.0072;1.032067941139588;0.9755283836275339;1
10627;38966;86.0;45.0;5;0;0;3;4;22.0;22.0;250.6275;1.097325712461721;0.9403253979980946;1
10643;39022;76.0;45.0;4;1;0;5;0;26.0;22.0;193.9328;1.1071360801267245;0.9305669069290161;1
10649;39061;60.0;45.0;3;1;0;3;0;8.0;22.0;151.9279;1.0972309891731538;0.955973643809557;1
10661;39098;78.0;45.0;8;1;0;8;0;24.0;22.0;215.5236;1.0973740230768232;0.9167550131678581;1
10672;39112;65.0;45.0;5;2;1;2;3;22.0;22.0;211.2553;1.087309998849733;0.9353893622756004;1
10683;39151;83.0;47.5;5;1;0;6;0;22.0;22.0;173.5187;1.0427694536669534;0.975204098969698;1
10691;39159;52.0;45.0;5;1;0;2;0;10.0;22.0;268.8077;1.0615767331069756;0.9567442424595356;1
10707;39263;72.0;45.0;4;6;1;1;0;28.0;22.0;203.2971;1.1219048377965057;0.8625927567481995;1
10734;39434;64.0;45.0;5;6;0;1;0;24.0;22.0;154.3113;1.0968736573407132;0.8850651904940605;1
10739;39495;68.0;45.0;5;6;0;1;0;27.0;22.0;156.5153;1.0968256777452428;0.8789168894290924;1
10747;39503;48.0;45.0;8;2;0;1;0;25.0;22.0;172.8107;1.0427595050537959;0.9519372321665287;1
10800;39697;74.0;45.0;8;2;0;1;5;22.0;22.0;266.5738;1.0617322482554548;0.9111671820282936;1
10835;39840;73.0;45.0;4;3;1;2;0;22.0;22.0;269.6653;1.0673601683271818;0.9452788420021534;1
10843;39856;65.0;45.0;4;1;0;2;0;30.0;22.0;146.9415;1.096762997519421;0.9133080691099167;1
10931;40177;72.0;45.0;5;7;0;3;0;22.0;22.0;192.9355;1.126853274799091;0.9347125887870789;1
10937;40185;55.0;45.0;5;1;0;4;0;23.0;22.0;203.3869;1.1121168570837159;0.9323369860649109;1
10945;40198;49.0;45.0;5;1;1;2;0;24.0;22.0;135.443;1.0566068383009828;0.9522661231458187;1
10958;40260;55.0;45.0;5;1;0;2;0;15.0;22.0;188.5775;1.1368270339780726;0.9092738777399063;1
11039;40525;98.0;45.0;3;1;0;1;4;21.0;22.0;178.4851;1.0971223928495992;0.8752721846103668;1
11045;40533;69.0;45.0;4;1;0;2;0;24.0;22.0;181.7561;1.042605997817955;0.9762515034526587;1
11098;40723;74.0;45.0;5;1;0;2;0;24.0;22.0;140.8283;1.0661919514756621;0.9562041126191616;1
11137;40851;82.0;45.0;8;2;0;2;0;22.0;22.0;256.262;1.1074603335648672;0.8719369471073151;0
11145;40900;55.0;45.0;5;5;0;3;0;19.0;22.0;163.6956;1.0870786997329187;0.9464045874774456;1
11152;40983;66.0;45.0;7;1;0;1;0;19.0;22.0;186.563;1.097055686282918;0.8656648248434067;1
11160;41002;60.0;45.0;4;1;0;1;0;25.0;22.0;182.6337;1.1118977494295958;0.8924994543194771;1
11211;41226;54.0;45.0;8;1;0;6;0;23.0;22.0;223.7411;1.0971162651832855;0.8714249730110168;0
11252;41427;59.0;45.0;5;1;0;1;0;25.0;22.0;142.0649;1.0566297516135232;0.9550393037497997;1
11303;41651;51.0;45.0;5;1;0;3;0;24.0;22.0;242.4399;1.0974266199581835;0.9146627932786942;1
11319;41771;75.0;45.0;8;1;1;1;5;24.0;22.0;215.9026;1.1142061281337048;0.8707951605319977;1
11327;41786;71.0;45.0;8;1;0;2;0;25.0;22.0;157.5724;1.0425683685721612;0.9711134601384401;1
11399;42053;65.0;47.5;8;6;0;3;5;22.0;22.0;252.4126;1.112226568721213;0.8046209514141083;1
11439;42270;65.0;45.0;7;2;1;1;2;23.0;22.0;222.2751;1.0873012766612185;0.8616832792758942;1
11481;42465;70.0;47.5;7;1;0;4;0;22.0;22.0;184.2593;1.087217850062385;0.9116034805774689;1
11503;42632;77.0;45.0;0;2;0;3;0;22.0;22.0;212.7712;1.1122745935540148;0.8758945092558861;1
11534;42681;70.0;45.0;5;1;0;2;0;25.0;22.0;168.9113;1.0969662775669833;0.9286136329174042;1
11565;42902;78.0;45.0;5;1;0;2;0;20.0;22.0;152.8553;1.096985187952266;0.9497253485023975;1
11591;42957;84.0;45.0;4;1;1;2;5;22.0;22.0;251.7245;1.0428464452208663;0.9618415758013725;1
11628;43223;70.0;45.0;3;1;0;1;3;27.0;22.0;169.9186;1.097113559080642;0.9133740216493607;1
11675;43391;71.0;45.0;5;1;0;4;0;22.0;22.0;171.594;1.087334055969323;0.9464477859437466;1
11683;43407;57.0;45.0;5;5;0;4;0;15.0;22.0;196.8049;1.112167430790595;0.9319792315363884;1
11689;43435;52.0;45.0;5;0;0;2;0;10.0;22.0;188.0389;1.1071645281907094;0.948034293949604;1
11706;43483;66.0;45.0;5;3;0;8;0;22.0;22.0;138.8936;1.1114982979777326;0.9524359293282032;1
11714;43499;68.0;45.0;7;1;1;3;1;22.0;22.0;178.2657;1.1121040110352132;0.90559421479702;1
11722;43537;64.0;45.0;5;2;0;1;3;22.0;22.0;254.5467;1.0430306108859397;0.9625242725014687;1
11728;43548;64.0;45.0;5;0;0;1;0;5.0;22.0;170.856;1.0426909210095052;0.9831522908061743;1
11749;43636;51.0;45.0;2;2;1;1;0;27.0;22.0;175.7825;1.097037532177549;0.842029944062233;0
11789;43771;55.0;45.0;2;1;0;1;0;22.0;22.0;168.5822;1.0670758834562604;0.9075897634029388;1
11832;44004;50.0;45.0;5;2;0;3;0;19.0;22.0;235.2097;1.0970635989927287;0.919122152030468;1
11861;44042;85.0;45.0;5;7;0;1;0;27.0;22.0;170.9158;1.1168657315473467;0.8537691682577133;1
11900;44143;66.0;45.0;5;6;0;3;0;25.0;22.0;190.1133;1.096872233557568;0.927561417222023;1
11906;44215;54.0;45.0;2;1;0;1;0;14.0;22.0;172.1724;1.0521430844897324;0.9626430310308933;1
11986;44569;47.0;45.0;4;2;0;2;0;8.0;22.0;248.3936;1.1073151643198538;0.937184251844883;1
11994;44602;65.0;45.0;2;7;0;3;0;22.0;22.0;210.3079;1.0972483677503317;0.9230823740363121;1
12001;44628;92.0;45.0;2;7;0;3;0;21.0;22.0;235.0102;1.1022074786541178;0.8963669985532761;1
12030;44728;78.0;45.0;7;6;0;1;0;26.0;22.0;156.3757;1.116797558699977;0.8102889209985733;1
12070;44943;71.0;45.0;5;1;0;1;0;14.0;22.0;163.7754;1.0969901462612823;0.9352880790829659;1
12094;45049;72.0;45.0;5;1;0;2;0;28.0;22.0;141.0078;1.0424246034616524;0.9795320145785809;1
12102;45079;77.0;45.0;4;2;0;3;0;28.0;22.0;183.9102;1.0568201219943212;0.9608015790581703;1
12132;45118;60.0;45.0;5;0;0;2;0;7.0;22.0;146.6822;1.1267215790327663;0.9672158919274807;1
12218;45437;61.0;45.0;5;1;0;1;0;8.0;22.0;150.8209;1.1017040741700919;0.9461396783590317;1
12264;45514;77.0;45.0;5;1;0;1;0;22.0;22.0;199.9663;1.0973349009308069;0.9195259362459183;1
12272;45529;85.0;45.0;5;1;0;2;4;31.0;22.0;189.854;1.107008543407039;0.9265425950288773;1
12280;45565;72.0;45.0;5;1;0;3;0;26.0;22.0;144.5281;1.1116869314686901;0.9335487708449364;1
12302;45651;63.0;45.0;5;2;1;8;0;27.0;22.0;210.288;1.112141444114738;0.9291384145617485;1
12325;45755;83.0;45.0;5;1;0;2;0;26.0;22.0;153.5235;1.0970307477356884;0.9337238371372223;1
12338;45831;33.0;45.0;5;1;0;3;0;20.0;22.0;209.6697;1.087424649341321;0.9284579753875732;1
12391;46034;81.0;45.0;8;2;0;1;0;26.0;22.0;158.4756;1.1074260012266874;0.8478670865297318;1
12398;46042;72.0;45.0;5;5;1;2;0;10.0;22.0;218.665;1.0973864130061968;0.9319964423775673;1
12436;46136;36.0;45.0;5;0;0;1;0;18.0;22.0;181.6863;1.0971107893110268;0.9116769805550575;1
12454;46314;57.0;45.0;4;0;1;4;0;23.0;22.0;166.0392;1.1118458773590816;0.9226318895816803;1
12482;46444;62.0;45.0;7;1;0;2;0;23.0;22.0;169.2404;1.0567216811116023;0.941604595631361;1
12525;46521;81.0;45.0;5;6;0;3;0;27.0;22.0;210.2381;1.0429127736599597;0.9729231223464012;1
12615;46783;74.0;45.125;4;1;0;2;0;16.0;22.0;173.768;1.1122300999033194;0.9277768209576607;1
12640;46861;67.0;45.0;2;1;0;3;0;14.0;22.0;232.178;1.0971754429790936;0.9281165450811386;1
12661;46949;64.0;45.0;5;1;0;3;0;16.0;22.0;179.0236;1.0969503462113375;0.9468924067914486;1
12697;47154;54.0;45.0;5;7;0;3;0;31.0;22.0;167.7246;1.086841167008298;0.9454391933977604;0
12710;47192;77.0;45.0;4;2;0;4;0;23.0;22.0;230.4128;1.10723015388034;0.9298902153968811;1
12718;47200;65.0;45.0;5;1;0;3;0;8.0;22.0;225.3268;1.107147485341291;0.9424312226474285;1
12738;47237;73.0;45.0;7;7;0;5;0;26.0;22.0;169.1706;1.0863589772691;0.9131109416484833;1
12765;47407;76.0;45.0;5;2;0;7;3;22.0;22.0;215.763;1.0973614567836005;0.9610803388059139;1
12782;47440;82.0;45.0;2;1;0;1;0;29.0;22.0;138.9135;1.107235797816627;0.8765992969274521;0
12790;47476;71.0;45.0;4;7;1;5;0;26.0;22.0;286.0205;1.135443088869504;0.9087635725736618;1
12807;47502;79.0;45.0;5;1;0;1;2;22.0;22.0;240.5351;1.097386618418684;0.9207909405231476;1
12833;47588;67.0;45.0;4;7;0;1;0;19.0;22.0;180.4597;1.0568010475469038;0.9616906605660915;1
12838;47599;67.0;45.0;4;1;0;2;0;31.0;22.0;188.5176;1.1263669811200652;0.8952668160200119;1
12860;47664;75.0;45.0;5;1;0;1;0;11.0;22.0;168.5822;1.1219452587521102;0.9292713850736618;1
12876;47732;54.0;45.0;5;1;0;4;0;14.0;22.0;176.9294;1.1069952195621533;0.9509826079010963;1
12927;47949;67.0;45.0;5;1;1;3;0;20.0;22.0;171.8533;1.0969821353445062;0.9471541494131088;0
13014;48263;53.0;45.0;5;2;0;3;0;26.0;22.0;218.8645;1.107351808995977;0.9172788485884666;1
13166;48786;83.0;45.0;7;6;0;1;0;22.0;22.0;236.4264;1.0967895294264938;0.8157572746276855;1
13174;48794;89.0;45.0;5;7;0;5;0;26.0;22.0;216.102;1.042933429584178;0.9731507990509272;1
13396;49670;86.0;45.0;4;1;0;2;3;14.0;22.0;225.3068;1.0426227703735529;0.9739361144602299;1
13423;49706;73.0;45.125;5;1;0;3;0;30.0;21.0;134.9344;1.0970516043351435;0.9117446765303612;1
13431;49732;67.0;45.0;4;0;0;2;0;29.0;21.0;181.1877;1.1069184056092107;0.9174327328801155;1
14074;52318;80.0;45.0;2;6;0;2;0;24.0;21.0;149.38;1.1087829696077118;0.8900193348526955;1
14183;52745;57.0;45.0;5;1;1;2;0;23.0;21.0;146.31;1.0842047706923654;0.9279251620173454;1
14208;52864;57.0;45.0;5;1;0;3;0;25.0;21.0;155.0;1.0941290322580646;0.9310280531644821;1
14292;53103;59.0;45.0;4;3;0;1;0;28.0;21.0;229.16;1.0941700122185374;0.8554124683141708;1
14298;53110;75.0;45.0;4;2;0;3;0;31.0;21.0;184.25;1.0398371777476256;0.9772689528763294;1
14362;53275;57.0;45.0;2;1;1;2;0;28.0;21.0;129.81;1.0838148062552961;0.8977161943912506;0
14376;53300;67.0;45.0;2;1;0;3;0;22.0;21.0;206.08;1.0843361801242235;0.9080172777175903;1
14410;53419;54.0;45.0;5;2;0;2;0;24.0;21.0;276.3;1.0743756786102063;0.9188588932156563;1
14417;53426;55.0;45.0;5;1;0;3;0;13.0;21.0;218.37;1.1143014150295372;0.9460239447653294;1
14435;53450;82.0;45.0;8;1;0;3;0;23.0;21.0;180.63;1.1040801638708964;0.9039350152015686;1
14442;53486;60.0;45.0;5;1;0;7;0;23.0;21.0;152.97;1.0396156109040988;0.981001228094101;1
14461;53558;66.0;45.0;7;1;0;1;0;18.0;21.0;173.35;1.0492644937986733;0.9500943645834923;1
14483;53613;82.0;47.5;3;5;0;1;3;14.0;21.0;241.72;1.094406751613437;0.8916976600885391;1
14528;53841;53.0;45.0;2;2;1;5;0;22.0;22.0;207.8546;1.0401982924602102;0.9482665807008743;1
14569;53911;84.0;45.0;8;1;0;3;3;27.0;21.0;193.484;1.0874801017138367;0.8953299671411514;1
14575;53919;82.0;45.0;5;2;0;2;0;31.0;21.0;134.9544;1.096814924152158;0.9096474871039391;1
14604;53948;59.0;45.0;5;1;0;1;0;24.0;21.0;129.4195;1.101765962625416;0.9211557954549789;1
14653;54330;89.0;45.0;5;1;0;5;0;31.0;21.0;148.218;1.0869799889352172;0.9372556284070015;1
14655;54338;61.0;45.125;7;7;0;1;0;28.0;21.0;173.6982;1.042670563080101;0.9528700262308121;1
14662;54359;87.0;45.0;2;1;0;2;0;15.0;21.0;177.19;1.103956205203454;0.9367906600236893;0
14705;54588;67.0;45.0;5;4;0;3;0;18.0;21.0;306.7437;1.07252406487892;0.9623143821954727;1
14720;54635;47.0;45.0;4;0;0;1;0;17.0;21.0;171.98;1.0941969996511223;0.9297048300504684;1
14798;55039;48.0;47.5;8;1;0;1;0;25.0;21.0;184.0798;1.1072371873502687;0.7790385633707047;1
14829;55123;48.0;45.0;5;2;0;2;0;14.0;21.0;219.3631;1.087511983556031;0.9367188587784767;1
14901;55723;73.0;45.0;0;1;0;2;0;26.0;21.0;224.35;1.0945397815912636;0.8172447383403778;1
14944;55843;61.0;45.0;4;2;0;3;0;16.0;21.0;187.2112;1.031188304973207;0.9726723562926054;1
14963;55934;88.0;45.0;8;1;0;1;0;25.0;21.0;218.86;1.094215480215663;0.7693667262792587;1
14969;55964;84.0;45.0;5;1;0;4;0;23.0;21.0;133.1194;1.0494338165586683;0.9731544423848391;1
15015;56227;64.0;45.0;5;7;0;5;0;25.0;21.0;206.977;1.0803615860699498;0.9563866853713989;1
15030;56289;72.0;45.0;5;2;0;3;0;25.0;21.0;156.6948;1.1218623719485268;0.9237205237150192;1
15086;56492;57.0;45.0;4;7;0;24;0;22.0;21.0;165.9794;1.0569986395902142;0.985262194648385;1
15128;56624;66.0;45.0;5;1;0;2;0;21.0;21.0;196.5357;1.0428639682256202;0.9705597832798958;1
15184;57037;43.0;45.0;5;2;0;2;0;14.0;19.0;188.2;1.094155154091392;0.9132135063409805;1
15252;57375;74.0;45.0;5;1;0;1;0;23.0;21.0;138.9634;1.1215902892416276;0.9120384678244591;1
15315;57590;52.0;45.0;7;1;0;3;0;27.0;21.0;150.4719;1.02437730898593;0.9623124115169048;1
15323;57598;73.0;45.0;7;7;0;2;0;18.0;21.0;256.0925;1.0428263225201833;0.9459583610296249;1
15331;57613;53.0;45.0;5;3;2;2;0;16.0;21.0;168.1833;1.1066497089782399;0.9246884062886238;1
15347;57719;78.0;45.0;8;1;0;2;5;11.0;21.0;224.9977;1.097255660835644;0.9183897078037262;1
15353;57729;87.0;45.0;5;1;0;1;0;30.0;21.0;188.2783;1.0873265798554586;0.8579074293375015;1
15370;57841;83.0;45.125;2;1;0;2;2;27.0;21.0;192.7361;1.097147861765388;0.9212760403752327;1
15417;58020;76.0;45.0;5;1;0;3;0;27.0;21.0;196.3761;1.102068938124344;0.933861143887043;1
15431;58128;72.0;45.0;7;6;0;3;0;31.0;22.0;184.2094;1.0157462105625448;0.964017353951931;1
15435;58163;64.0;45.0;4;1;0;2;0;12.0;21.0;224.0602;1.006425951596937;0.9699219819158316;1
15451;58197;48.0;45.0;5;1;0;3;0;8.0;21.0;138.7041;1.111647024132668;0.9609065465629101;1
15559;58543;65.0;45.0;8;7;0;1;0;15.0;21.0;276.1475;1.0974931875175404;0.8604587763547897;1
15566;58557;62.0;45.0;5;1;0;1;0;23.0;21.0;190.54;1.0842342815156922;0.9074605479836464;0
15574;58621;62.0;45.0;4;6;0;4;0;27.0;21.0;246.6883;1.0971740451411762;0.9194524958729744;1
15643;58906;74.0;45.0;0;1;0;1;0;24.0;21.0;205.4113;1.1073392749084399;0.821079432964325;0
15647;58914;76.0;45.0;5;2;0;6;0;25.0;21.0;169.1706;1.0869500965297751;0.9547825157642365;1
15666;59037;71.0;47.5;7;1;0;1;0;16.0;21.0;154.8898;1.1118227281589879;0.8811720311641693;0
15685;59391;65.0;45.0;5;1;0;3;0;17.0;21.0;140.3995;1.1116848706726166;0.9551592245697975;1
15693;59415;65.0;45.0;8;1;0;2;3;21.0;21.0;242.5895;1.0972857440243704;0.8873174786567688;1
15703;59452;75.0;45.0;5;1;0;3;0;21.0;21.0;148.228;1.0616077933993577;0.9774826783686876;1
15753;59609;71.0;45.0;7;1;0;3;0;11.0;21.0;203.9454;1.0973525267056772;0.9257910549640656;1
15764;59652;74.0;45.0;5;1;0;1;0;14.0;21.0;198.2609;1.1072279002062435;0.931154377758503;1
15775;59706;73.0;45.0;8;1;0;2;0;21.0;21.0;205.4612;1.0570365597008098;0.9448873922228813;1
15799;59766;56.0;45.0;4;0;0;3;0;10.0;21.0;206.259;1.1169936826999065;0.9506884254515171;1
15808;59857;67.0;45.0;8;1;0;1;0;20.0;21.0;218.8046;1.107015117598076;0.8505910933017731;1
15922;60289;70.0;51.4425;5;2;0;4;0;22.0;21.0;257.0698;1.0775672599426305;0.9426513649523258;1
15930;60360;64.0;45.0;7;1;0;2;0;18.0;21.0;165.5306;1.0427679232721927;0.9629231207072735;1
15943;60440;75.0;45.0;7;1;0;2;0;14.0;21.0;182.2847;1.0334383522039974;0.9662132896482944;1
15975;60602;60.0;45.0;5;1;0;2;0;24.0;21.0;168.7617;1.0870949984504779;0.9228993207216263;1
16107;61112;50.0;45.0;5;0;0;3;0;14.0;21.0;173.4489;1.0573719406695574;0.9743957817554474;1
16115;61120;66.0;45.0;4;1;0;3;0;21.0;21.0;178.0363;1.0523134888783916;0.968404833227396;1
16129;61173;74.0;45.0;5;1;0;2;0;13.0;21.0;198.6997;1.1169619279747276;0.9479859955608845;1
16137;61181;56.0;45.0;5;2;0;2;0;25.0;21.0;181.2974;1.0973681917115192;0.9069005772471428;0
16156;61278;64.0;45.0;5;0;0;2;0;25.0;21.0;137.4675;1.0423554658373797;0.9818103332072496;1
16164;61343;81.0;45.0;8;1;0;1;1;27.0;21.0;257.8477;1.0143196933693805;0.9286876246333122;1
16169;61351;81.0;45.0;8;1;0;1;0;27.0;21.0;195.668;1.0970623709548828;0.8536476790904999;1
16192;61497;84.0;45.0;5;3;0;4;0;19.0;21.0;211.3152;1.1071612453813071;0.9523280300199986;1
16212;61605;58.0;45.0;0;2;0;2;0;30.0;21.0;246.0301;1.0029260647376073;0.8981148898601532;1
16248;61822;54.0;45.0;5;1;0;3;0;21.0;21.0;173.0999;1.0568463644404185;0.9661738760769367;1
16276;62177;55.0;45.0;3;2;0;2;0;14.0;21.0;177.4878;1.1120764356761423;0.9058744385838509;1
16284;62202;71.0;45.0;5;1;0;3;0;20.0;21.0;189.4949;1.042877671114104;0.9754225984215736;1
16288;62242;72.0;47.5;11;0;0;1;0;27.0;21.0;167.3257;1.04281649501541;0.9599911011755466;1
16322;62398;87.0;45.0;5;1;0;1;0;24.0;21.0;155.4881;1.1019492810060705;0.8947277441620827;1
16354;62565;64.0;45.0;5;2;0;2;0;12.0;21.0;206.259;1.097261210419909;0.9427351616322994;1
