;id;X_age;X_bonus_malus_rating;X_distr_channel;X_vehicle_type;X_ttm_claims;X_policy_count;X_risk_code;X_vehicle_age;X_policy_tenure;X_policy_premium;U;prob_acceptance;Z
2771373;4688129;40.0;45.0;8;1;0;1;0;21.0;2.0;170.9956;1.106929067180676;0.8360351324081421;1
2771390;4688154;66.0;75.0;2;4;0;5;0;11.0;2.0;255.4243;1.0026845527226658;0.917931005358696;1
2771409;4688180;56.0;45.0;2;1;1;1;0;13.0;2.0;175.8523;1.1218505529924827;0.899964340031147;1
2771426;4688201;38.0;49.6375;7;1;0;1;0;13.0;2.0;166.3384;1.0425734526723833;0.9440838322043419;1
2771429;4688204;69.0;45.0;7;1;0;1;0;14.0;2.0;174.9648;1.0521544905032327;0.9444947093725204;1
2771432;4688207;38.0;54.15;5;0;1;2;0;12.0;2.0;180.7988;1.07550492591765;0.9073722958564758;1
2771435;4688213;36.0;45.0;5;2;0;1;0;21.0;2.0;181.7163;1.096984695374053;0.8761269003152847;1
2771441;4688219;82.0;45.0;8;3;0;2;0;11.0;2.0;232.4971;1.097476054540035;0.8982305601239204;1
2771447;4688225;35.0;71.25;10;2;1;1;0;8.0;2.0;279.0995;1.0924061132320195;0.7782149463891983;1
2771450;4688229;71.0;54.15;5;3;0;1;0;24.0;2.0;219.7421;1.087365598126167;0.8335728645324707;1
2771454;4688236;43.0;67.6875;10;1;1;2;0;17.0;2.0;212.9108;1.1070363739180915;0.7854684442281723;1
2771466;4688261;59.0;45.0;7;0;0;2;1;8.0;2.0;332.8622;1.0925241736670612;0.907403290271759;1
2771479;4688277;49.0;60.9187;8;6;0;3;2;13.0;2.0;264.3499;1.1024403640780647;0.8292768150568008;1
2771482;4688283;54.0;45.0;3;1;0;2;0;7.0;2.0;149.325;1.0569563033651432;0.9630909152328968;1
2771487;4688291;60.0;60.9187;5;1;0;7;0;23.0;2.0;170.856;1.0970641944093271;0.8825822994112968;1
2771495;4688304;31.0;54.15;8;1;0;1;0;20.0;2.0;184.8975;1.0425776443705297;0.8823889270424843;1
2771498;4688307;70.0;54.15;8;1;0;1;5;17.0;2.0;176.2113;1.052202668046828;0.9187715500593185;1
2771505;4688314;82.0;45.0;8;1;0;1;0;24.0;2.0;138.4348;1.04287361270432;0.9649622812867165;1
2771508;4688320;39.0;63.175;3;7;0;2;0;14.0;2.0;159.5171;1.1120437871551074;0.8918658271431923;1
2771518;4688335;82.0;49.6375;2;3;0;2;0;21.0;2.0;199.3878;1.1070887988131672;0.878281332552433;1
2771524;4688344;41.0;56.4062;10;3;1;2;0;13.0;2.0;234.1426;1.04269791144371;0.8896994739770889;1
2771527;4688359;73.0;49.6375;5;2;0;1;1;18.0;2.0;284.8637;1.0429900334791693;0.9549759812653065;1
2771533;4688365;51.0;45.0;9;2;0;1;0;16.0;2.0;188.9744;1.0085493061494044;0.9406552873551846;1
2771543;4688384;46.0;45.0;7;7;1;8;0;16.0;2.0;157.8243;1.0859544442775921;0.9322977811098099;1
2771551;4688395;46.0;45.0;11;2;0;1;0;23.0;2.0;182.0753;1.0520372615066405;0.883236363530159;1
2771554;4688398;69.0;51.8937;11;1;0;6;4;12.0;2.0;230.5225;1.1172445205999415;0.9265453666448593;1
2771562;4688406;73.0;56.4062;8;1;0;2;3;16.0;2.0;241.3429;1.0973183797824588;0.8887411206960678;1
2771565;4688412;78.0;56.4062;5;2;0;1;0;18.0;2.0;246.4389;1.1071709863986572;0.8678413331508636;1
2771568;4688415;32.0;45.0;2;1;0;1;1;6.0;2.0;344.0116;1.061882796975451;0.9403045251965523;1
2771579;4688438;68.0;54.15;7;2;0;1;0;27.0;2.0;200.6943;1.0971911010925572;0.7480893433094025;1
2771582;4688441;52.0;45.0;10;3;0;2;0;19.0;2.0;179.8214;1.1020379109494196;0.8589690178632736;1
2771594;4688459;48.0;54.15;9;5;0;6;2;9.0;2.0;261.6373;1.0673554573449582;0.8859831690788269;0
2771607;4688479;59.0;45.0;10;6;0;7;0;24.0;2.0;136.0015;1.12167880501318;0.9110087901353836;0
2771613;4688488;46.0;45.0;8;2;0;2;0;14.0;2.0;247.1669;1.061630825163078;0.9138213396072388;0
2771642;4688534;45.0;51.8937;8;1;0;1;0;4.0;2.0;389.0981;1.040894314313023;0.9123449102044106;1
2771655;4688558;42.0;54.15;8;5;0;1;0;20.0;2.0;184.2992;1.1121589241841527;0.7367173731327057;1
2771661;4688568;46.0;63.175;5;5;0;1;0;15.0;2.0;158.091;1.111701488383273;0.8469633311033249;0
2771680;4688590;27.0;63.175;5;1;0;1;2;7.0;2.0;313.0963;1.0713317276505663;0.8547561764717102;1
2771703;4688619;50.0;51.3;10;1;2;2;4;23.0;2.0;190.9111;1.1121930573968721;0.8420185744762421;1
2771712;4688628;29.0;71.25;8;2;0;1;0;18.0;2.0;249.8795;1.047424858781933;0.7184396386146545;0
2771738;4688673;34.0;58.6625;10;5;2;3;0;17.0;2.0;206.3587;1.1023039009259121;0.7732987105846405;1
2771750;4688685;36.0;63.175;4;7;0;4;0;17.0;2.0;253.6492;1.0427393423673326;0.9334203824400902;0
2771757;4688708;48.0;45.0;8;6;0;2;0;12.0;2.0;187.1015;1.0473459592787873;0.9237916693091393;1
2771760;4688711;67.0;45.0;8;1;1;3;0;20.0;2.0;151.2298;1.0566039233008309;0.9423011168837547;1
2771763;4688718;72.0;45.0;2;2;0;2;0;27.0;2.0;125.1014;1.0014276418968933;0.9379839599132538;1
2771766;4688721;47.0;45.0;8;2;0;3;0;23.0;2.0;168.1534;1.1270066498804068;0.8852847814559937;1
2771777;4688751;53.0;45.0;8;2;0;5;0;25.0;2.0;160.8434;1.0870200455847117;0.8834720328450203;1
2771780;4688760;48.0;45.0;7;1;0;2;0;4.0;2.0;307.9704;1.1173801118549056;0.9178285524249077;1
2771789;4688772;59.0;45.0;2;6;2;1;0;13.0;2.0;168.303;1.1066944736576294;0.8684788942337036;1
2771792;4688775;44.0;45.0;8;1;0;2;4;13.0;2.0;242.6493;1.117250286730685;0.9165033251047134;1
2771795;4688780;79.0;45.0;2;7;0;2;0;24.0;2.0;136.9689;1.116530832911705;0.925108939409256;1
2771808;4688794;67.0;54.15;8;2;0;3;0;10.0;2.0;226.4238;1.0617258433079915;0.9202184602618217;1
2771834;4688849;66.0;45.125;5;1;0;4;0;23.0;2.0;147.0213;1.0867813031173035;0.9204525798559189;1
2771848;4688866;78.0;45.0;8;1;0;1;0;6.0;2.0;147.4302;1.1020130203988057;0.9336649999022484;1
2771865;4688892;82.0;45.0;6;4;0;1;0;24.0;2.0;236.7754;1.077392330453248;0.8163634240627289;1
2771888;4688923;62.0;45.0;4;4;0;4;2;16.0;2.0;284.016;1.1124725367584922;0.9287724494934082;1
2771922;4688978;47.0;45.0;5;4;0;2;3;12.0;2.0;240.2359;1.0873895200509167;0.9320151060819626;1
2771926;4688985;67.0;65.4312;8;1;0;1;1;29.0;2.0;226.1545;1.0872213464688962;0.784364864230156;1
2771941;4689009;51.0;45.0;9;7;0;9;0;13.0;2.0;207.9344;1.1121295947183343;0.9249042347073555;1
2771946;4689017;51.0;45.0;8;6;0;2;0;11.0;2.0;192.4768;1.126889058837221;0.8671489059925079;1
2771949;4689027;59.0;45.0;5;2;0;4;2;19.0;2.0;249.331;1.0333652855040087;0.9591084420681;1
2771957;4689043;45.0;45.0;8;1;0;1;0;22.0;2.0;142.0549;1.106544019248896;0.8705537021160126;1
2771968;4689063;65.0;45.0;8;6;0;3;0;22.0;2.0;192.6862;1.0970168076385334;0.8420664370059967;1
2771983;4689088;49.0;45.0;9;7;1;6;0;9.0;2.0;368.5245;1.1175647752049052;0.8858190700411797;1
2771987;4689095;58.0;45.125;3;1;0;1;0;18.0;2.0;140.5291;1.096925832443245;0.9084550589323044;0
2771991;4689102;49.0;45.0;7;4;0;1;0;26.0;2.0;224.2298;1.0973117756872637;0.7671436816453934;1
2772000;4689114;30.0;45.125;4;6;1;1;0;17.0;2.0;215.6932;1.0972529500234591;0.8596488684415817;1
2772015;4689135;39.0;45.125;2;3;0;1;0;9.0;2.0;165.4109;1.0568227365911196;0.9471787959337234;1
2772020;4689143;39.0;45.0;8;4;0;2;0;21.0;2.0;220.8889;1.0428319394953751;0.9049281775951385;0
2772028;4689151;53.0;45.0;8;5;0;1;0;15.0;2.0;232.0484;1.1173100094635429;0.8418657183647156;1
2772036;4689159;36.0;54.15;8;2;0;1;0;13.0;2.0;226.2941;1.0971563111897307;0.8058656752109528;1
2772049;4689196;77.0;45.0;2;1;0;3;0;19.0;2.0;167.2658;1.0569405102537397;0.9545400142669678;1
2772060;4689215;56.0;49.6375;4;1;1;1;1;19.0;2.0;164.2242;1.0870505077814354;0.8853985741734505;1
2772063;4689218;48.0;75.0;7;1;2;1;0;8.0;2.0;292.4628;1.0876596955236701;0.7807356119155884;1
2772072;4689230;80.0;54.15;8;1;0;1;0;19.0;2.0;178.7444;1.1020764846339242;0.8128464967012405;1
2772081;4689242;81.0;54.15;6;2;0;1;0;24.0;2.0;190.4623;1.0426210331388417;0.8831720426678658;1
2772117;4689310;63.0;56.4062;8;2;0;1;5;11.0;2.0;293.6197;1.1272744982710627;0.8201462030410767;1
2772136;4689342;31.0;54.15;5;1;1;2;0;6.0;2.0;155.4781;1.0967461012194;0.9076141119003296;1
2772142;4689357;36.0;51.8937;8;0;0;3;4;5.0;2.0;397.0363;1.0725467671343905;0.894753947854042;1
2772156;4689378;87.0;45.0;5;1;1;1;1;30.0;2.0;145.7249;1.0968612776539906;0.8367626965045929;0
2772166;4689393;43.0;45.0;2;6;0;2;0;14.0;2.0;160.0157;1.1018918768595831;0.9091790691018105;1
2772169;4689402;48.0;45.0;7;0;0;1;0;4.0;2.0;151.4392;1.107110972588339;0.9366224929690361;1
2772172;4689408;61.0;45.0;8;1;1;1;0;18.0;2.0;156.5751;1.0969177091376598;0.8527223914861679;0
2772175;4689413;47.0;45.0;3;3;0;1;0;23.0;2.0;180.7689;1.0969807306455923;0.8367922455072403;1
2772184;4689422;43.0;45.0;5;7;0;4;0;22.0;2.0;151.14;1.1267037184067752;0.9276957884430885;1
2772187;4689427;38.0;54.0;2;1;0;1;0;28.0;2.0;258.476;1.0673331373125552;0.7742200642824173;1
2772195;4689442;58.0;45.0;2;2;0;3;0;14.0;2.0;185.8449;1.097205250184428;0.9090309962630272;1
2772204;4689453;51.0;45.0;7;2;0;3;0;8.0;2.0;387.9014;1.1175520377085517;0.892647959291935;1
2772210;4689459;63.0;45.0;5;1;0;3;4;13.0;2.0;145.4257;1.1196782962021157;0.9601807668805122;1
2772213;4689462;29.0;69.9437;2;1;1;1;0;19.0;2.0;258.8948;1.0026080091218519;0.8017994463443756;0
2772224;4689488;69.0;69.9437;5;1;0;3;0;5.0;2.0;367.4955;1.0564483102514182;0.9395527876913548;1
2772247;4689523;75.0;45.0;4;1;0;2;0;17.0;2.0;150.5117;1.1120065749041437;0.9399806335568428;1
2772268;4689561;58.0;63.175;1;2;0;1;0;29.0;2.0;183.6609;1.0025541636788233;0.8311747610569;1
2772271;4689566;43.0;45.0;5;1;0;4;0;23.0;2.0;112.8051;1.111474569855441;0.9198091551661491;1
2772280;4689578;72.0;71.25;8;0;0;1;5;5.0;2.0;330.0299;1.0712059725497598;0.8601774722337723;1
2772291;4689600;71.0;45.0;4;2;0;3;0;27.0;2.0;196.6055;1.1072426763239074;0.9102611169219017;1
2772294;4689603;81.0;69.9437;5;1;1;1;0;23.0;2.0;184.0299;1.1299250828262146;0.8254344016313553;1
2772298;4689613;30.0;75.0;4;1;0;1;0;10.0;2.0;197.4332;1.100878676939846;0.8706376254558563;1
2772301;4689623;72.0;45.0;3;2;0;7;0;21.0;2.0;161.8108;1.1219893851337488;0.9291301071643829;0
2772312;4689646;55.0;69.9437;1;1;0;1;4;7.0;2.0;254.5168;1.0873938380491976;0.8481475114822388;1
2772338;4689679;72.0;51.8937;3;6;0;1;0;21.0;2.0;200.8638;1.0546947732742287;0.872099295258522;1
2772355;4689699;68.0;45.0;2;6;0;1;0;22.0;2.0;201.3923;1.1072419352676344;0.8269207626581192;1
2772365;4689715;85.0;45.0;6;7;0;1;0;30.0;2.0;159.4173;1.0332630147418127;0.9528946503996849;1
2772377;4689737;76.0;45.0;3;2;0;5;0;11.0;2.0;169.2803;1.0424721600800564;0.9799100328236818;1
2772386;4689756;70.0;45.0;2;2;0;3;0;12.0;2.0;155.8372;1.052123626451194;0.9625449404120445;1
2772390;4689775;50.0;45.0;8;2;1;2;0;12.0;2.0;146.9914;1.0867982752732472;0.9251181483268738;1
2772412;4689802;31.0;60.9187;8;2;0;3;0;22.0;2.0;191.6291;1.0968062783783883;0.7712225168943405;1
2772446;4689849;53.0;45.0;7;1;0;1;0;19.0;2.0;122.7777;1.1114396181065456;0.9025939255952835;1
2772452;4689857;64.0;54.15;8;7;0;3;0;12.0;2.0;296.8907;1.087437228582775;0.8213643133640289;1
2772456;4689862;40.0;45.0;8;1;0;1;3;18.0;2.0;221.3577;1.0973641305452668;0.8811516985297203;1
2772472;4689891;27.0;54.15;2;1;1;1;0;19.0;2.0;246.9675;1.0874305323574964;0.7663022130727768;1
2772484;4689910;46.0;49.6375;7;6;0;1;0;23.0;2.0;207.3959;1.0521423036810273;0.8564767837524414;1
2772487;4689913;72.0;45.0;2;1;0;1;0;21.0;2.0;178.6148;1.0970535476343506;0.8624122887849808;0
2772493;4689919;48.0;45.0;8;0;1;5;0;21.0;2.0;123.9246;1.1017183029035398;0.8918569684028625;1
2772515;4689952;53.0;69.9437;11;1;0;1;0;24.0;2.0;193.7234;1.1121010678111163;0.7362028658390045;1
2772519;4689956;47.0;45.0;4;1;1;3;5;19.0;2.0;162.5466;1.1066364968569011;0.9050778895616531;1
2772523;4689967;60.0;45.0;5;2;0;9;0;5.0;2.0;359.6189;1.1225772616511536;0.9542226009070873;1
2772547;4690007;49.0;51.8937;8;2;0;1;0;12.0;2.0;188.621;1.069764236219721;0.8610304445028305;1
2772553;4690013;57.0;45.125;4;7;0;1;0;24.0;2.0;191.4995;1.097183021365591;0.8518045246601105;1
2772563;4690026;33.0;60.9187;7;1;0;2;0;15.0;2.0;145.1963;1.1260617522622822;0.8590078949928284;1
2772566;4690032;59.0;45.0;8;3;1;1;0;17.0;2.0;188.7669;1.112112345967434;0.8539213538169861;0
2772569;4690035;48.0;45.0;8;2;0;5;0;27.0;2.0;155.6078;1.097181503754953;0.87430240213871;1
2772578;4690044;29.0;54.15;8;1;0;1;0;19.0;2.0;198.6798;1.1019741312403173;0.7720674723386765;1
2772597;4690065;45.0;45.0;3;2;0;1;0;8.0;2.0;161.9504;1.1120688803485512;0.9266959056258202;1
2772606;4690076;59.0;45.0;0;1;0;1;2;23.0;2.0;169.051;1.0970653826360093;0.8735368698835373;1
2772636;4690123;53.0;54.15;8;2;3;7;0;16.0;2.0;217.4085;1.0973352007856179;0.7603762894868851;1
2772639;4690126;53.0;45.0;8;7;1;3;0;26.0;2.0;199.8366;1.0971463685831324;0.869145080447197;1
2772647;4690135;48.0;45.0;6;2;0;1;0;27.0;2.0;160.2351;1.1116790266302452;0.8262220919132233;1
2772654;4690149;50.0;45.0;5;1;1;2;2;13.0;2.0;204.8828;1.0973102671380905;0.9327849745750427;1
2772664;4690162;84.0;45.0;2;2;0;2;0;23.0;2.0;159.4373;1.1065792007265554;0.9067812412977219;0
2772677;4690180;53.0;45.0;5;2;0;1;3;21.0;2.0;208.7622;1.0527288944071294;0.9379729181528091;1
2772689;4690203;36.0;45.0;4;2;1;3;0;15.0;2.0;242.8887;1.059826990716324;0.9355614110827446;1
2772708;4690222;43.0;45.0;2;1;0;3;0;25.0;2.0;125.0415;1.1213876992838379;0.893777996301651;1
2772711;4690228;61.0;45.0;8;1;0;4;2;25.0;2.0;184.1695;1.0427350891434248;0.9474588297307491;1
2772732;4690252;36.0;45.0;2;1;1;1;1;9.0;2.0;317.584;1.0925613381026753;0.9057921692728996;1
2772735;4690256;51.0;45.0;8;6;1;1;2;23.0;2.0;269.0071;1.0675182922681223;0.8293752670288086;1
2772762;4690301;44.0;63.175;5;1;1;2;0;6.0;2.0;224.4691;1.112090706471403;0.8851128444075584;0
2772768;4690307;55.0;54.15;3;1;0;2;0;17.0;2.0;254.5667;1.0974334035048574;0.864070788025856;0
2772793;4690348;80.0;68.4;10;7;0;1;0;19.0;2.0;252.4325;1.0664236974240637;0.8537532687187195;0
2772815;4690378;50.0;45.125;8;1;0;2;0;20.0;2.0;165.5406;1.1071000105110167;0.8591456711292267;1
2772818;4690381;65.0;45.0;6;3;0;1;5;23.0;2.0;194.4314;1.097353616751204;0.8575643599033356;1
2772821;4690384;85.0;54.15;5;1;0;2;0;30.0;2.0;147.7992;1.0063653930467824;0.9418802671134472;1
2772833;4690403;65.0;45.0;5;6;0;6;0;7.0;2.0;121.1622;1.1115677991981;0.9637024216353893;1
2772850;4690432;27.0;45.0;11;1;0;1;0;9.0;2.0;161.9005;1.11160867322831;0.9328335225582123;1
2772860;4690448;78.0;45.0;2;1;0;1;0;25.0;2.0;113.0544;1.0787726970378861;0.9209859371185303;0
2772866;4690457;53.0;45.0;5;2;1;5;1;21.0;2.0;216.3015;1.0427574473593573;0.9577840305864811;1
2772873;4690464;45.0;45.0;11;5;1;4;0;10.0;2.0;172.7807;1.0473970761780684;0.9498108513653278;1
2772879;4690471;77.0;45.0;8;6;0;3;0;10.0;2.0;209.7694;1.097300178195676;0.899875096976757;0
2772885;4690483;63.0;45.0;5;1;0;3;1;13.0;2.0;184.6781;1.0968815468645172;0.9475613348186016;1
2772888;4690495;43.0;85.5;7;5;1;2;0;8.0;2.0;302.6749;1.087536495427933;0.7370007634162903;1
2772897;4690505;45.0;51.8937;4;3;0;1;0;17.0;2.0;196.2664;1.1070667215580456;0.8487458527088165;1
2772917;4690541;88.0;45.0;7;1;1;3;1;24.0;2.0;219.5825;1.0973552081791582;0.864358976483345;1
2772920;4690544;59.0;45.0;3;2;0;6;0;8.0;2.0;108.7861;1.1110794485692566;0.9632318504154682;1
2772926;4690555;53.0;45.125;6;1;0;2;2;20.0;2.0;175.962;1.0870528864186586;0.8907870650291443;1
2772933;4690562;50.0;45.0;3;6;0;8;0;17.0;2.0;184.9574;1.1069576021289227;0.9209883064031601;0
2772947;4690585;36.0;45.0;2;2;1;1;0;16.0;2.0;145.8645;1.111716695974689;0.9116222709417343;1
2772952;4690590;52.0;45.0;5;4;0;3;0;23.0;2.0;210.4874;1.0971678114699501;0.9002034366130829;1
2772960;4690607;58.0;45.0;5;1;0;3;0;21.0;2.0;177.7072;1.0331601645853403;0.9661512076854706;1
2772973;4690626;39.0;75.0;1;7;0;2;0;24.0;2.0;305.0384;1.0973044705191215;0.6963379979133606;1
2772999;4690673;43.0;58.6625;8;0;0;1;0;5.0;2.0;413.232;1.117580439075386;0.8191638737916946;0
2773003;4690677;88.0;45.0;11;1;1;1;0;24.0;2.0;110.9801;1.1112803106142453;0.8661596775054932;1
2773014;4690691;40.0;69.9437;3;6;1;1;0;21.0;2.0;204.8928;1.1118985147355105;0.6963705122470856;0
2773017;4690694;27.0;54.15;8;6;0;1;0;23.0;2.0;263.552;1.0298536911121903;0.8157753050327301;0
2773023;4690700;27.0;75.0;2;2;0;1;0;22.0;2.0;276.5066;1.0874243146456541;0.6868065595626831;1
2773039;4690719;74.0;54.15;5;1;2;1;4;9.0;2.0;380.7714;1.0618707182314637;0.9242415055632591;1
2773042;4690722;68.0;45.0;11;1;0;2;0;31.0;2.0;150.5018;1.04257889274414;0.9600018486380577;1
2773053;4690752;70.0;45.0;8;2;0;2;0;28.0;2.0;168.8814;1.0971604925113125;0.866192176938057;1
2773059;4690758;75.0;45.0;9;1;0;2;0;19.0;2.0;162.6585;1.0870012941223484;0.8997187912464142;1
2773062;4690767;64.0;51.8937;6;1;0;1;0;13.0;2.0;181.5525;1.0870684788146678;0.8593309074640274;1
2773073;4690788;67.0;54.15;6;2;0;2;0;15.0;2.0;288.404;1.0675302700378635;0.8523426353931427;1
2773082;4690811;71.0;45.0;8;2;0;1;0;24.0;2.0;159.2977;1.1018363730298681;0.8407522737979889;1
2773088;4690820;57.0;45.0;8;2;0;1;0;9.0;2.0;173.2983;1.1071083790204521;0.8954589515924454;1
2773092;4690824;84.0;54.15;11;6;0;1;0;23.0;2.0;168.0138;1.111932472213592;0.7978197485208511;0
2773105;4690847;57.0;45.0;2;2;0;7;0;22.0;2.0;133.0496;1.0968841695127232;0.9180891290307045;1
2773150;4690910;67.0;45.0;4;2;0;1;0;24.0;2.0;190.7714;1.0973342964406614;0.8695385009050369;1
2773156;4690922;66.0;45.0;3;1;1;1;0;18.0;2.0;177.2984;1.0967950077383666;0.8876949474215508;1
2773159;4690925;40.0;45.0;5;0;2;1;4;17.0;2.0;155.9169;1.0969946170043143;0.9053648561239243;1
2773163;4690935;64.0;51.8937;8;1;0;1;0;25.0;2.0;152.2769;1.0971460543260336;0.7932115942239761;1
2773172;4690954;72.0;63.175;2;1;0;1;0;10.0;2.0;212.7911;1.087310512516736;0.886684276163578;1
2773175;4690957;79.0;45.0;7;2;0;1;0;11.0;2.0;132.0224;1.1119325205419688;0.9273240342736244;1
2773180;4690965;30.0;45.0;5;6;0;4;0;9.0;2.0;212.6714;1.0973736948174506;0.9362712800502777;0
2773183;4690972;22.0;69.9437;11;2;0;1;0;25.0;2.0;292.0739;1.0874645081261969;0.6596764028072357;0
2773200;4691002;36.0;45.0;2;3;1;1;0;22.0;2.0;200.613;1.0957415521426825;0.839605376124382;1
2773205;4691016;35.0;45.0;2;2;0;1;0;15.0;2.0;184.0;1.042717391304348;0.9469114318490028;1
2773208;4691019;24.0;63.175;8;0;0;1;0;6.0;2.0;237.3439;1.107380471964942;0.8359528034925461;1
2773215;4691031;43.0;58.6625;2;0;2;7;0;14.0;2.0;147.8291;1.0968070562561767;0.8617781698703766;1
2773220;4691039;63.0;45.0;2;0;0;1;0;21.0;2.0;162.838;1.0970412311622595;0.871126264333725;1
2773223;4691055;36.0;75.0;5;6;0;5;0;23.0;2.0;288.2444;1.067427502494411;0.7790458798408508;1
2773234;4691071;51.0;45.0;7;1;1;1;0;14.0;2.0;174.1969;1.0972066667087645;0.8808363527059555;1
2773240;4691080;32.0;45.0;7;2;0;1;0;16.0;2.0;224.4292;1.1072534233513285;0.8402605056762695;1
2773250;4691095;71.0;54.0;7;1;1;2;0;26.0;2.0;222.3948;1.0972828501385823;0.7637952864170074;0
2773253;4691098;56.0;60.9187;7;1;0;1;5;10.0;2.0;422.5764;1.0713328998022607;0.7995216846466064;1
2773256;4691107;61.0;45.0;5;2;0;5;0;29.0;2.0;177.3682;1.068511717433001;0.9184729233384132;0
2773264;4691119;68.0;45.0;4;7;0;2;0;16.0;2.0;134.4258;1.111765747349095;0.9499618113040924;1
2773267;4691122;38.0;45.0;10;1;0;1;0;15.0;2.0;142.6122;1.1093721294531604;0.9162800461053848;1
2773273;4691131;64.0;45.0;3;2;0;2;0;9.0;2.0;156.2261;1.0968717775070875;0.9269370213150978;1
2773285;4691147;44.0;58.6625;8;5;0;1;0;18.0;2.0;253.1904;1.0429305376507165;0.8501521497964859;1
2773296;4691161;65.0;58.6625;8;2;0;1;4;14.0;2.0;251.9239;1.087312478093583;0.8642267137765884;0
2773316;4691189;42.0;45.0;3;2;0;8;0;16.0;2.0;183.5512;1.0653703162932195;0.9493625983595848;1
2773322;4691206;26.0;75.0;8;1;0;1;0;14.0;2.0;286.7684;1.0874629143238936;0.7507559061050415;0
2773325;4691209;68.0;45.0;5;2;0;5;0;24.0;2.0;169.0011;1.1047265372828934;0.9223413467407227;1
2773334;4691224;44.0;45.0;5;1;0;12;0;20.0;2.0;131.1049;1.1117814818515555;0.9157549291849136;1
2773343;4691249;75.0;54.15;11;1;0;1;2;7.0;2.0;284.3052;1.0874932994542483;0.8506421446800232;1
2773359;4691277;76.0;45.0;2;2;0;4;0;26.0;2.0;189.3653;1.1269752166843663;0.8811748176813126;1
2773365;4691288;44.0;45.0;4;2;0;1;0;7.0;2.0;143.0622;1.111614388706451;0.939498495310545;1
2773375;4691312;38.0;63.175;7;6;1;2;0;21.0;2.0;232.1581;1.1073057541390974;0.6887109577655792;0
2773378;4691315;36.0;58.6625;7;5;0;1;0;7.0;2.0;183.4814;1.0971684323315605;0.8014743626117706;1
2773381;4691321;48.0;56.4062;10;2;0;2;3;12.0;2.0;299.1246;1.1273897232123338;0.8718077093362808;1
2773390;4691340;61.0;45.0;8;6;0;14;0;17.0;2.0;365.0739;1.1174723802495878;0.8874993771314621;1
2773399;4691366;72.0;79.8;8;7;0;1;0;14.0;2.0;232.3874;1.0570280488529067;0.8644068241119385;1
2773405;4691375;55.0;75.0;5;2;0;2;0;8.0;2.0;271.1712;1.1272952289918694;0.8825036883354187;1
2773409;4691379;85.0;45.0;2;2;0;1;0;23.0;2.0;140.9679;1.1218866139028816;0.8806363269686699;1
2773415;4691386;46.0;45.0;7;1;0;1;0;17.0;2.0;169.3003;1.0567022031266335;0.9330157786607742;1
2773422;4691402;36.0;75.0;8;6;0;2;4;10.0;2.0;309.6158;1.0875413980811057;0.8009525239467621;1
2773426;4691411;54.0;45.0;7;1;0;1;0;12.0;2.0;158.6495;1.0131768458142005;0.9659915007650852;1
2773434;4691426;37.0;45.125;1;1;0;4;0;18.0;2.0;200.6344;1.0332724597576488;0.9261797294020653;1
2773437;4691429;61.0;56.4062;5;7;0;1;0;14.0;2.0;236.3964;1.1173605012597485;0.8645494729280472;1
2773440;4691432;37.0;45.125;1;2;0;4;0;14.0;2.0;216.9697;1.015579594754475;0.9298553019762039;1
2773448;4691450;66.0;45.0;3;3;0;1;0;25.0;2.0;135.0342;1.0564731008885155;0.9325038865208626;1
2773451;4691456;71.0;58.6625;8;5;0;1;0;18.0;2.0;221.956;1.1023806520211215;0.7616060078144073;1
2773482;4691501;76.0;75.0;5;2;0;3;0;7.0;2.0;262.5548;1.1252508047843726;0.928746722638607;1
2773485;4691504;49.0;75.0;7;1;0;3;0;16.0;2.0;283.278;1.0875535692852956;0.7939536273479462;1
2773488;4691507;53.0;51.8937;6;2;1;2;5;27.0;2.0;200.056;1.107189986803695;0.8176572024822235;0
2773502;4691522;38.0;54.15;6;1;1;4;2;8.0;2.0;246.0999;1.06253598640227;0.896331712603569;1
2773505;4691525;64.0;63.175;7;0;0;1;0;8.0;2.0;142.4538;1.102041503982344;0.8962525725364685;1
2773509;4691529;72.0;45.0;8;2;0;4;0;17.0;2.0;206.9372;1.0429734238213333;0.9622848480939865;1
2773515;4691538;57.0;56.4062;10;7;0;7;0;23.0;2.0;193.3344;1.102338745717265;0.8710866719484329;1
2773522;4691554;55.0;45.0;8;6;0;2;0;26.0;2.0;232.0583;1.0872698800258382;0.833543598651886;0
2773525;4691557;48.0;54.15;8;2;0;2;0;6.0;2.0;197.1739;1.0425822078885694;0.9318784400820732;1
2773546;4691591;67.0;69.9437;5;1;0;1;3;21.0;2.0;210.6071;1.0971140099265408;0.8638066202402115;1
2773552;4691601;55.0;45.0;8;1;1;2;0;26.0;2.0;163.8352;1.1068439505063625;0.8569293171167374;0
2773561;4691613;49.0;58.6625;4;1;0;2;0;22.0;2.0;164.1145;1.0968561583528573;0.8825335502624512;1
2773571;4691626;52.0;54.15;11;1;1;1;4;25.0;2.0;191.0607;1.1072920804749486;0.8155747801065445;1
2773586;4691651;60.0;67.6875;5;3;0;2;0;31.0;2.0;221.0086;1.0024949255368343;0.8717299103736877;1
2773589;4691656;30.0;47.3812;5;2;0;3;0;18.0;2.0;198.0615;1.0972349497504563;0.8558963984251022;1
2773608;4691685;58.0;45.0;3;1;0;2;0;28.0;2.0;153.3612;1.0519609914372086;0.927246630191803;1
